ship,dis_near
20182,0.040025398284574
20183,0.05908829108437339
20184,0.04186413541584614
20185,0.35396163359448035
20186,0.0034687800002721754
20187,0.06692878393634205
20188,0.0034532035832671748
20189,0.02398688503167805
20190,1.7248418508377397
20191,1.066531641876815
20192,0.12746578052121346
20193,0.5540003549498965
20194,0.000472327701173747
20195,0.0003463421117078442
20196,0.43553069740934625
20197,0.005247792728075003
20198,0.001626487811030149
20199,0.02005500702865723
20200,0.001812410407957304
20201,0.08241625507224921
20202,0.07843806453014246
20203,0.032807718456987836
20204,0.026468650760180314
20205,0.03604341408024985
20206,0.0019346033113859721
20207,0.07549761903857184
20208,0.021031204979443566
20209,0.21480355802889145
20210,0.0003503322741025272
20211,0.37835471959087447
20212,1.1525699399967924
20213,0.0005034902622326071
20214,0.0051909833219425695
20215,0.007988141635166087
20216,0.001228578376270233
20217,0.04112930922121177
20218,0.18655946752450836
20219,0.09279954204361235
20220,0.04124732566879758
20221,0.001083775131711061
20222,0.013961017457529513
20223,0.41019426368249257
20224,0.020729589858585966
20225,0.005814440888207866
20226,0.07302865179590236
20227,0.05672102375775443
20228,0.000881786370752202
20229,0.0017055983261517083
20230,0.2642989895648121
20231,0.03905376784888735
20232,0.006976288267510362
20233,0.13236466348025774
20234,0.0055946313581208594
20235,0.3751180578970243
20236,0.005394934288930442
20237,0.13454517972473842
20238,1.3851133556636028
20239,0.06229176647122528
20240,0.00038559983959274286
20241,0.5295095144911696
20242,0.04455701440055129
20243,0.010084660000003964
20244,0.4602840644631694
20245,0.45783161897214825
20246,0.12053617240663443
20247,8.117829458267802e-05
20248,0.0003005368296378208
20249,0.012120417089568729
20250,0.0007300405849856526
20251,0.0007879691013984539
20252,0.36615747069326493
20253,0.023620329785771457
20254,0.2697627466741921
20255,0.006668505900975634
20256,0.022426868462204267
20257,0.0020820891368436767
20258,0.002030205330869184
20259,0.003844885200613691
20260,0.023552619391120338
20261,0.4741522518390149
20262,0.004028826823967814
20263,0.0019513322710215499
20264,3.3276176036930694
20265,0.05572763561577459
20266,0.015379430680529927
20267,0.10121649171300326
20268,0.003981259504225724
20269,0.022324261899077408
20270,0.04300618758581779
20271,0.042692819818067815
20272,0.2699563410022014
20273,0.824247913326157
20274,0.012218894647187239
20275,0.19125308087643908
20276,0.0028647581071451983
20277,0.00506229972241495
20278,0.15770616588842964
20279,1.1360882840265136
20280,0.05936705592594072
20281,0.07067483050260953
20282,0.002915494092004229
20283,0.6566403765447112
20284,0.00676267454016251
20285,0.015148262938607179
20286,0.0006035029410327297
20287,0.0676996240062598
20288,0.07490254668842647
20289,2.9671560050885663e-05
20290,0.029743232760876474
20291,0.14108106310385535
20292,0.05177144755768825
20293,0.029640079999992963
20294,0.02615251001600015
20295,0.3556480663699948
20296,0.03748585972273835
20297,0.017727229461632486
20298,0.04586866408279127
20299,0.006336287613580808
20300,0.0037309473170914487
20301,0.0014593455448720575
20302,0.002693434575305315
20303,0.44513148344564696
20304,0.002444220789834148
20305,0.01206927777936704
20306,0.007347144850086806
20307,0.07643756996885208
20308,0.008964260530839641
20309,0.010558820625134921
20310,0.0033445386692922746
20311,0.6489370461679673
20312,0.002022463152854743
20313,0.006361606119302051
20314,0.26538145805284513
20315,0.1252844805897617
20316,0.06736311342741633
20317,0.009727204817212141
20318,0.007641927927789385
20319,3.7521010519139604
20320,0.6162786826568813
20321,0.31258469075607626
20322,0.016859166722386784
20323,0.0020571893821058913
20324,0.019844954734268547
20325,0.21539724226959886
20326,0.07320203861978494
20327,0.00033487958740213047
20328,1.2451284030438585
20329,0.10286986696667696
20330,0.2539845201650844
20331,0.03636142279135832
20332,0.5372707676048388
20333,0.007248328391840556
20334,0.2808914656757599
20335,0.0721635841288496
20336,0.19108441168841467
20337,0.07865302942950617
20338,0.00037758274831745103
20339,0.0064287286854868364
20340,0.064137059387195
20341,0.03491190364541388
20342,0.6799522729990999
20343,0.008472262505358933
20344,2.080463257419845
20345,0.085357103681109
20346,0.2850027195597987
20347,0.0015671645884338687
20348,0.0023863445839976227
20349,0.0008625346725835446
20350,0.3767353209542247
20351,0.12407739942055444
20352,0.6378654378318495
20353,0.47546391858213666
20354,0.6898312575821288
20355,0.000291888805056282
20356,0.0001861648525682824
20357,0.1029172030177321
20358,0.014254015645840896
20359,0.25711680300462486
20360,0.07034258952797265
20361,0.043174462507797454
20362,0.01866989024030533
20363,0.7073199266579343
20364,0.033177169819237115
20365,0.24741306725935347
20366,0.0004988940888020359
20367,0.0005386838019268891
20368,0.0011213014653669716
20369,0.027454817410573717
20370,0.011731405970550932
20371,0.01331942478309791
20372,0.18754324812170892
20373,0.001260376796114758
20374,0.03730384735271554
20375,0.006432765657287841
20376,0.011410519617918363
20377,0.002093199999990247
20378,0.013684011345215297
20379,0.6833273824334509
20380,0.23307031413408427
20381,0.00307465452010995
20382,0.006495842860929802
20383,0.00019469055694660065
20384,0.05562272660622914
20385,0.0003017842410990567
20386,0.0015191789800371501
20387,0.004241226078898336
20388,0.14234164375539476
20389,0.04857702836759503
20390,0.001452280924233002
20391,0.00162144823489973
20392,0.05130824042547407
20393,0.005668868834975558
20394,0.07583214725309756
20395,0.018853688344129652
20396,0.024686766733939082
20397,0.7445853185879363
20398,0.00177276701303774
20399,0.005009100550655624
20400,0.7498224406414666
20401,0.014014035008892164
20402,0.1734909847338232
20403,0.02332962108005934
20404,0.0028088677780141106
20405,0.02169519555063184
20406,0.0007804936985422729
20407,0.00025275000000135606
20408,2.7840336814636966
20409,0.0069662551850342425
20410,0.0038370076627183827
20411,0.3877418815683632
20412,0.06335794191425323
20413,0.00974956236346558
20414,0.13964673063542707
20415,0.014808040212842193
20416,0.0017700972426770729
20417,2.38945191944748
20418,0.13922967262412372
20419,0.11959699546009843
20420,2.6825153917202598
20421,0.5316772457337744
20422,0.0001456155016114073
20423,0.12175127662654137
20424,0.0010716710532387675
20425,0.08564428396190663
20426,0.00263599009175309
20427,0.06208957259885708
20428,1.1535815457043506
20429,0.01024046699186705
20430,0.02629740302356911
20431,0.1968529234760507
20432,0.0019348618389214017
20433,0.23899508333792027
20434,0.01198420040054069
20435,6.873888895597702e-05
20436,0.0017945453393748672
20437,0.0027046333062456618
20438,0.00423524468972225
20439,0.13546753776832024
20440,0.004400291334063996
20441,0.29186993536383504
20442,0.009066490445320659
20443,0.0849287081206658
20444,0.0014820044532945424
20445,0.0038180130314996305
20446,0.09386721332450225
20447,0.008006346731948808
20448,0.001946447728012326
20449,0.35238830512680924
20450,0.0188552215320122
20451,0.0018873460669767523
20452,2.3109723854423603
20453,3.405390482536095
20454,0.27219786810230684
20455,0.5867469835804487
20456,0.41543878104619114
20457,0.13299931041216445
20458,0.0006289791793486218
20459,0.10187939436875663
20460,0.0015846794913884257
20461,0.006080184235562744
20462,0.25805062450082566
20463,0.0076350401344122635
20464,0.0008016612222027247
20465,0.0044078947366974685
20466,0.06430380177598416
20467,0.05903025591651473
20468,0.05015863551819021
20469,0.0019225419259238747
20470,0.000926357366104479
20471,0.0035750828861424912
20472,0.08038847758507775
20473,0.00013951736283289911
20474,0.0052400538574622684
20475,0.011358379992590501
20476,2.109829921040782
20477,0.8587661049505503
20478,0.43020652417824845
20479,0.6212536128252095
20480,0.14812396635072408
20481,0.01226855102478668
20482,0.03074728195058668
20483,0.13468320591768404
20484,0.07059861235118357
20485,0.0014119058168300148
20486,1.3543708926872895
20487,0.0016074660094612635
20488,0.0012900551775294536
20489,0.13860578331171974
20490,0.00493949572775855
20491,0.2074200300851798
20492,0.04791542520004752
20493,0.798606127349454
20494,0.0037452028826315885
20495,0.14247833271197577
20496,0.0005292528155700475
20497,0.0722400534050546
20498,0.004153802467822965
20499,0.005694254604539489
20500,0.01167676926739287
20501,0.1677897785540521
20502,0.11541809462103679
20503,0.004183166493263414
20504,0.41086380089697777
20505,0.09006709743333371
20506,0.005118778242618356
20507,0.037319566389282806
20508,0.006197934823754247
20509,0.0007351817414185054
20510,0.0054379516056304155
20511,0.0008094054361986693
20512,0.019534339315256534
20513,0.811518323101156
20514,0.0024173837242784657
20515,0.016375424103794004
20516,0.014991108750889754
20517,0.048955403518709764
20518,0.04133219683346612
20519,1.7440907934744152
20520,0.3534586445408203
20521,2.954280588375981
20522,0.3218145568273667
20523,0.020626288728810397
20524,0.06929187230590855
20525,0.001070387754471566
20526,0.053232795557616355
20527,0.0018875126507786673
20528,0.06066453797218261
20529,0.13324419939861062
20530,0.040977803610281444
20531,0.011774454601588148
20532,0.000287227209571122
20533,0.0018739394431032917
20534,0.43542994567320636
20535,0.020797074868530555
20536,0.003537329390317563
20537,0.49376286581181805
20538,0.4754743086729242
20539,0.0076370063266294735
20540,0.02822110570733388
20541,0.004993192443993943
20542,0.6179754652435927
20543,0.03790423022641714
20544,0.002149054370057313
20545,0.037006739429964755
20546,0.0037933373638939726
20547,0.0007831236814297425
20548,0.055248915404082194
20549,0.003896559943541359
20550,0.08912476794363727
20551,0.05870996834794991
20552,0.4537988866681828
20553,0.04416963763459155
20554,0.020187187787486575
20555,0.0014753356141279348
20556,0.0002887989117728735
20557,0.09521369500951941
20558,0.010884323338251255
20559,0.14883367151101057
20560,0.02001314723510673
20561,0.07152469895773182
20562,0.031651221143502536
20563,0.006203840313613206
20564,0.00046618999999736843
20565,0.09665918802428956
20566,0.0003063400000087313
20567,0.0007843657979700805
20568,0.03546316639854748
20569,0.010856606016445159
20570,0.023185529560195893
20571,0.14163989248389314
20572,0.008827909998634594
20573,0.0025523223810967853
20574,0.12126800363617325
20575,0.004083122383737331
20576,0.0003038899999978639
20577,0.09810881152954302
20578,0.000395975730289107
20579,0.6094912986589383
20580,0.23698548107566222
20581,0.06867995607768028
20582,0.3491257247097486
20583,0.009004174894960065
20584,0.13613997679708267
20585,0.035371500998090215
20586,1.0751248645093596
20587,0.01606455625309856
20588,0.15667701912854232
20589,3.2109162662922732
20590,0.19942493748456258
20591,0.07175955620470079
20592,0.3073926798878453
20593,0.30510430752817413
20594,0.05227120776534756
20595,0.5639503860206581
20596,0.0003905211257250003
20597,0.0002489243960965837
20598,0.00021963445838360754
20599,0.10384592718911638
20600,0.009721351032273846
20601,0.002913510000013275
20602,0.005682511804996635
20603,0.09509942306703623
20604,0.02050505898495528
20605,0.07555612738571571
20606,0.30271758752140343
20607,0.003200488037015087
20608,0.04866036152869439
20609,0.013769881893873688
20610,0.07667366854995074
20611,0.0014251780592039673
20612,0.002155360905584353
20613,0.00047780412769536374
20614,0.038849176150180964
20615,0.050164574503817505
20616,0.0025975488602403714
20617,0.07051187386724231
20618,0.18222056406700862
20619,0.0003017599999992626
20620,0.29972280896264913
20621,0.02029836900681815
20622,0.17492390006732017
20623,0.0008326075401623617
20624,0.0013597954960737173
20625,0.14491597379858936
20626,0.003126976337915014
20627,0.00785253895652326
20628,0.013774284945061289
20629,0.15289918989981024
20630,0.07729946036145321
20631,0.022351046595656045
20632,0.0001460155102061093
20633,0.4503842290972817
20634,0.38614615923451867
20635,0.12903562209442587
20636,0.0010572531748943611
20637,0.17599081203386382
20638,0.06306295370261152
20639,0.043397068055224655
20640,0.0861543241256922
20641,0.9290141514153075
20642,0.47851765128575163
20643,0.0033485960856059678
20644,0.06394921978777746
20645,0.01528934114784753
20646,0.0447044924124627
20647,0.027380975725853494
20648,0.07953191020933907
20649,0.16670512415024963
20650,0.5757520115121243
20651,3.9101010563920893
20652,0.055141612030688264
20653,0.006673212130940293
20654,0.0004057033952794875
20655,0.0034642491185004087
20656,0.04782554233498419
20657,0.037312243844861204
20658,0.005622050123001311
20659,0.18098687820084514
20660,0.0016524618944624683
20661,0.01796382670366516
20662,0.003682432835364914
20663,0.3354811355731751
20664,0.013121734570691644
20665,0.00556917191110984
20666,0.05125164595359535
20667,0.5196001106524255
20668,0.7466728502673097
20669,0.7532763724744752
20670,0.031211757291261775
20671,0.00042186578436307747
20672,0.005550481601406926
20673,0.08775969085046725
20674,0.35938808206936623
20675,0.014370557188939441
20676,1.836407105735582
20677,0.6777758786781589
20678,0.3722701745309315
20679,0.03779098453387568
20680,0.000264954025612091
20681,2.0789963963936775
20682,0.01741895082345732
20683,0.005823965565693819
20684,0.038779038956084214
20685,0.13844403158052687
20686,0.9184691575085883
20687,0.0075942506336657304
20688,0.23465574147344928
20689,0.0007484626558804161
20690,0.031106141256190992
20691,0.0011961438985336659
20692,0.003406781178944667
20693,0.054556929117188374
20694,0.05182349904326542
20695,0.009419511302622528
20696,0.009611461669159113
20697,0.795894918550166
20698,0.3607259511489197
20699,0.0010572531749074012
20700,0.018147590575980643
20701,0.01164300437364467
20702,0.024178604480065737
20703,0.2940649742803254
20704,0.28905122065241484
20705,3.311986774677542
20706,0.43715592140269693
20707,0.001509276934681426
20708,0.08336889925326867
20709,0.024085107896230844
20710,0.057629053695367596
20711,2.8675637052625335e-05
20712,0.013865921801678996
20713,0.44674155714839847
20714,3.645533080534671
20715,2.5473865379877925
20716,0.000246524471510412
20717,0.8890131206049088
20718,0.00020002867108960814
20719,0.0035237256939637893
20720,0.00019397757387196177
20721,0.013588015309469447
20722,0.002175432601692836
20723,0.5279191858999239
20724,0.38162867569309505
20725,1.017868204225544
20726,0.0018892783808335983
20727,0.08085726001622529
20728,0.0017858331739818724
20729,0.27607783575702244
20730,0.02068551273868188
20731,0.4909805736603057
20732,0.5981562389091966
20733,0.06930915239535866
20734,0.04060874706376899
20735,0.00014597620276730783
20736,0.3719700523750936
20737,0.44819471696270485
20738,0.04488277237683117
20739,0.0836428807571346
20740,0.1661392369611258
20741,1.0851150269916712
20742,0.165618064339552
20743,0.48359297620836067
20744,0.0031374478705351572
20745,0.021072739089539827
20746,0.0015667157445496834
20747,0.21668680421784967
20748,0.012009046557380776
20749,0.026233449720695037
20750,0.014179217202420474
20751,0.6111412152284859
20752,0.0006618416688220187
20753,0.1131772725862574
20754,0.6534819235974773
20755,0.004208655630534962
20756,2.1174105101851466
20757,0.01688526322470202
20758,0.007535576958659766
20759,0.18485900779705722
20760,0.3817440760004252
20761,0.013038442122914648
20762,0.23262353548454356
20763,0.030752729881074106
20764,0.2248334358947215
20765,0.009606714534633356
20766,0.2631544691033451
20767,0.0015879983131532112
20768,0.007120431100395553
20769,0.013174499948955358
20770,0.4743398547430287
20771,0.053698662922912935
20772,0.015194530004434314
20773,0.004321576923681267
20774,0.006524223855340409
20775,0.06925107418413988
20776,0.011504497246346562
20777,0.2795800644354888
20778,0.0009202300000055176
20779,0.0006313899043876479
20780,0.3791143108360978
20781,0.006407567783723629
20782,0.2198938914338819
20783,0.005034624438378451
20784,0.0005542311696214897
20785,0.010695189999992749
20786,0.21824302730254122
20787,0.017195843132419703
20788,0.36437131610054085
20789,0.03290355083131163
20790,0.0018708814096147367
20791,0.18975872559382165
20792,0.0032685281015747817
20793,0.002454584224031489
20794,0.0011970199999922215
20795,0.024058259048763117
20796,8.810209996068225e-05
20797,0.02660195947418027
20798,0.00032303955910191565
20799,0.11328293082457996
20800,0.8954125731624358
20801,0.0021187873759907225
20802,0.08994529475815545
20803,0.5385080718948909
20804,0.0004992834409760001
20805,0.9290857919662174
20806,0.003856964264010753
20807,0.4613607228684476
20808,7.506745108985403e-05
20809,0.046487059888963574
20810,0.18887773658272058
20811,2.0720706483820437
20812,0.6664067186635139
20813,0.015471128505256653
20814,0.004198427906626421
20815,0.004160000983629041
20816,0.3897904663828127
20817,0.2946210740216805
20818,0.1238670890312073
20819,0.4875278850808713
20820,0.03374969819894756
20821,0.026929289628712782
20822,0.034066185198378375
20823,0.16070328808435083
20824,0.05138885491497087
20825,0.10211938356053132
20826,0.023488040939481942
20827,0.002262378346412923
20828,0.006596761530422378
20829,0.06256223838833462
20830,0.08791452885627571
20831,0.006045182272130012
20832,0.010887213136960987
20833,0.001611604145298538
20834,0.24356670169059472
20835,0.007987634294778844
20836,0.0036881643152084256
20837,0.03734006685900573
20838,0.08462781304046116
20839,0.00332083161222709
20840,0.019495904991823416
20841,0.9457979931540713
20842,0.004013183764771514
20843,0.08923595916937266
20844,0.004088747546053788
20845,0.000448642263703615
20846,0.08831154728349631
20847,0.02709953177066026
20848,0.3244013207618617
20849,0.006063631392105818
20850,0.006171055016505133
20851,0.004214183864375628
20852,0.11164099075812357
20853,0.09394822410455834
20854,0.0007202519005275461
20855,0.00037338176455037347
20856,0.2973611616660659
20857,0.0004383554733030133
20858,0.007931200455794105
20859,0.000892458759181115
20860,0.08075175953176794
20861,1.2724774402187775
20862,0.03395637838359198
20863,0.7615906568466833
20864,0.9820036575216305
20865,0.08580956654880005
20866,0.03171606783773546
20867,0.0016597956729504325
20868,0.16418962987200383
20869,0.13388630753793274
20870,0.00359582031357163
20871,0.11053694256788381
20872,0.031510443010235444
20873,0.20579896616194734
20874,0.002574811297549176
20875,0.009688349877584356
20876,2.9418640342506865
20877,0.026666565966528808
20878,0.03563228332905747
20879,0.0007058583581437456
20880,1.8784190401905982
20881,0.004764125631728286
20882,0.8489484112583003
20883,0.002072123350472072
20884,0.005308268778729081
20885,0.3497120300543706
20886,0.1409903501728065
20887,0.09992112925907269
20888,0.08685344742834136
20889,0.0032995540813917108
20890,1.497553997142532
20891,0.6489047687866852
20892,0.18197723016963083
20893,0.0010083671516169655
20894,0.000122657840640392
20895,1.194884556000947
20896,0.5453736379081358
20897,0.007361185101422913
20898,0.017301175933838873
20899,0.08490098278333937
20900,0.03312613898646418
20901,0.5254459108149343
20902,0.052136904991757535
20903,0.14715283129301931
20904,0.00987140642996869
20905,0.1576231856228939
20906,0.12599815974680478
20907,0.9735095307036745
20908,0.059580954676944395
20909,0.6535370367538713
20910,0.003184480495786375
20911,0.0119956936097475
20912,0.01825750536847601
20913,0.06673942270092027
20914,0.00028333643123775636
20915,0.04783158524941424
20916,1.9655610856718357
20917,0.0017783439826349519
20918,0.18212645425762664
20919,0.00593169414824946
20920,0.003186415194129704
20921,0.023776340449341404
20922,0.0019027728202274047
20923,0.11969760181171836
20924,0.0077583780418185415
20925,0.008988127715008927
20926,0.0003524150309495156
20927,0.14789188578794263
20928,0.25687396068188195
20929,0.12187238662844598
20930,0.13088212410782213
20931,0.004774993746941402
20932,0.004874581534943819
20933,0.101912055385625
20934,0.030830523812507876
20935,0.15527130983940263
20936,1.1220990952073113
20937,0.030812357807728816
20938,0.012964247962119469
20939,0.001667401413053201
20940,0.9678728860881187
20941,0.03832050884348228
20942,0.0013484172858874164
20943,1.218761894506767
20944,0.11807760310917012
20945,0.22563653860693866
20946,0.021046981526896817
20947,0.08505510427895045
20948,0.0803332168689904
20949,9.104026351373557e-05
20950,0.053250365999346926
20951,0.01659986990558704
20952,0.05938440422016808
20953,0.07841335333830728
20954,0.007492746571636
20955,0.8188410056322852
20956,0.017585387180415236
20957,0.00043355964447727035
20958,0.02274905840850087
20959,0.0276098335685662
20960,0.000984383091699319
20961,0.0591508161449471
20962,0.013113838605291132
20963,0.16373629025685674
20964,0.05556406440555042
20965,0.0030199668837022553
20966,1.0072737994147396
20967,0.002528954849201657
20968,0.020386280134089996
20969,0.06064620962339649
20970,0.02345175727894242
20971,0.10815275771209185
20972,0.005601407969801366
20973,0.016540729011288627
20974,0.0007148066182449159
20975,0.5919418566057387
20976,0.0016613652817079462
20977,0.15611444394122526
20978,0.17180873562639562
20979,0.05259013053000242
20980,0.04808013386255113
20981,0.0022243849231149936
20982,3.3489708474845474
20983,0.17405961254033062
20984,0.004170316513438498
20985,0.5789256098569996
20986,0.029681227462281707
20987,0.007003255010435403
20988,0.0008134674099409267
20989,0.10850791140863328
20990,0.002310844240311114
20991,0.001184084310889302
20992,0.004483786433297591
20993,0.10586781547418693
20994,0.2068844901983293
20995,0.00031305000000259037
20996,2.240721833680208
20997,0.00036952007944056006
20998,0.18737701744677593
20999,0.2794831885046928
21000,0.003538864877279242
21001,0.0014109768304519526
21002,0.004599133882219548
21003,0.00029636398846946476
21004,0.0012980326410333995
21005,0.556926236986093
21006,0.004761795441694866
21007,0.047439009736101725
21008,0.0071543848363387515
21009,0.5195952312185207
21010,0.15738754536486455
21011,0.019245586511075823
21012,0.012638646495632434
21013,0.04060143953652657
21014,0.0004190100000016628
21015,0.1988765474914887
21016,0.007297959982044215
21017,0.00021052343377033614
21018,0.03209258605049974
21019,0.009026432942083478
21020,0.057900063318389546
21021,0.0006165137291072096
21022,0.0073728950515348154
21023,0.5804377740229479
21024,0.00777704939913102
21025,0.4390882748255315
21026,0.00041676933626836054
21027,0.0020780917955968256
21028,0.09488543529009352
21029,0.9706718581257653
21030,0.08695865429488656
21031,0.0007237408000482302
21032,0.08342239840490576
21033,0.006331917530797218
21034,0.002478533809415541
21035,0.06256661118035498
21036,0.03511063346136867
21037,0.002960895273794611
21038,0.005640303103693113
21039,0.01108619350941587
21040,0.0008274924604836314
21041,0.9886556571568197
21042,0.0003361990154457992
21043,2.561203767801265
21044,0.001753050000004919
21045,0.23796710962736353
21046,0.0004383554733030133
21047,2.7870043101395794
21048,0.05462879247681497
21049,0.04234665899691891
21050,0.21411490111257575
21051,0.0007048810551742505
21052,0.007154082402327725
21053,0.0007312461694393132
21054,0.009255925013318001
21055,0.5043294850992948
21056,0.0880302573310113
21057,0.0011089962052085402
21058,1.5298091678546695
21059,0.00129918178234514
21060,0.003408071681645008
21061,0.005787934877131711
21062,0.05976519240721539
21063,0.056215477507385224
21064,0.0011144186213428832
21065,0.005560452517510916
21066,0.058648699672636584
21067,0.44103595317370653
21068,0.007069862517776151
21069,0.11244223675359953
21070,0.002982372842454119
21071,0.433525437861055
21072,2.703228419485922
21073,0.0008532473926834428
21074,0.0015525241126007668
21075,0.3710448571326641
21076,0.002074798055962325
21077,0.00033379785617592073
21078,0.023759497432168434
21079,0.018328910664523045
21080,0.025808585699067247
21081,0.06788030213589823
21082,0.014606292174635473
21083,0.016831899729562297
21084,0.45098770640838093
21085,0.007458267108569563
21086,0.033321894340434255
21087,0.0071714614655058306
21088,0.08366020653960568
21089,0.6331019628231513
21090,0.2847619530537224
21091,0.0774159022182478
21092,0.015755254038446444
21093,0.0403779854338783
21094,0.040369923607705305
21095,0.5391084542400371
21096,4.3754356762885145
21097,0.12410291765000173
21098,0.4264471610626213
21099,0.02744600657953408
21100,0.0059204399800177575
21101,1.8127471833470314
21102,0.4469523192081485
21103,0.33279568332322307
21104,0.8482028392489228
21105,0.18419045083875787
21106,0.13652840624130874
21107,0.1158284270814532
21108,0.23358047028589712
21109,0.009013268903227647
21110,0.0019990031492530323
21111,0.005862375278085371
21112,0.08038250064955109
21113,0.019414637826042466
21114,0.43600155828886933
21115,0.0056415496830247635
21116,0.011271081932789414
21117,0.866314356944864
21118,0.4199960297625459
21119,0.0037560858351820448
21120,0.3536844295450039
21121,0.0009717418560383352
21122,0.005486612359543994
21123,0.17934734088683726
21124,4.2329808258902295
21125,3.211076443913616
21126,0.001619568454257893
21127,0.36150020886944273
21128,0.021916041444094474
21129,0.07527877150186539
21130,0.001301977110547959
21131,0.19777476472008956
21132,0.038219680283579915
21133,0.003385799674731516
21134,0.5502434986798758
21135,0.0014737006419021366
21136,0.000813075823256868
21137,0.0011818167412913116
21138,0.04837631107643104
21139,0.0831357902840955
21140,0.23268043461129448
21141,0.007420878445319274
21142,0.0025351429816323798
21143,1.7269032015735566
21144,0.0003303650706190792
21145,0.32877467873265226
21146,0.8279061087973064
21147,0.07385560175475644
21148,0.16791924437480757
